device_id,device_name,room,type,power_rating,state,value,min,max
D3758,AC_3758,Office,AC,1500,OFF,22,16,30
D3759,Light_3759,LivingRoom,Light,20,ON,1,0,1
D3760,AC_3760,Bedroom,AC,1500,ON,22,16,30
D3761,Light_3761,Office,Light,20,ON,1,0,1
D3762,Fan_3762,Bedroom,Fan,75,ON,0,0,5
D3763,Light_3763,LivingRoom,Light,20,OFF,1,0,1
D3764,AC_3764,Bedroom,AC,1500,OFF,30,16,30
D3765,Light_3765,Office,Light,20,ON,0,0,1
D3766,Heater_3766,Kitchen,Heater,2000,OFF,31,18,32
D3767,Heater_3767,Kitchen,Heater,2000,OFF,28,18,32
D3768,Fan_3768,Bedroom,Fan,75,OFF,4,0,5
D3769,Light_3769,Bedroom,Light,20,ON,1,0,1
D3770,Heater_3770,Kitchen,Heater,2000,OFF,26,18,32
D3771,Fan_3771,Office,Fan,75,OFF,0,0,5
D3772,Fan_3772,Kitchen,Fan,75,ON,1,0,5
D3773,Light_3773,Bedroom,Light,20,ON,1,0,1
D3774,Light_3774,LivingRoom,Light,20,OFF,1,0,1
D3775,Heater_3775,Office,Heater,2000,OFF,22,18,32
D3776,AC_3776,Bedroom,AC,1500,ON,25,16,30
D3777,Heater_3777,LivingRoom,Heater,2000,OFF,32,18,32
D3778,AC_3778,Office,AC,1500,OFF,29,16,30
D3779,Heater_3779,Bedroom,Heater,2000,OFF,25,18,32
D3780,AC_3780,Kitchen,AC,1500,OFF,17,16,30
D3781,Fan_3781,Bedroom,Fan,75,OFF,3,0,5
D3782,Heater_3782,Bedroom,Heater,2000,OFF,24,18,32
D3783,Light_3783,Kitchen,Light,20,ON,0,0,1
D3784,Fan_3784,Bedroom,Fan,75,OFF,4,0,5
D3785,Heater_3785,LivingRoom,Heater,2000,ON,19,18,32
D3786,AC_3786,LivingRoom,AC,1500,ON,24,16,30
D3787,Heater_3787,Office,Heater,2000,ON,32,18,32
D3788,Light_3788,LivingRoom,Light,20,ON,1,0,1
D3789,Light_3789,LivingRoom,Light,20,ON,1,0,1
D3790,Fan_3790,Kitchen,Fan,75,ON,0,0,5
D3791,Light_3791,Kitchen,Light,20,OFF,0,0,1
D3792,AC_3792,LivingRoom,AC,1500,ON,25,16,30
D3793,AC_3793,Bedroom,AC,1500,ON,30,16,30
D3794,Heater_3794,Office,Heater,2000,ON,22,18,32
D3795,Fan_3795,LivingRoom,Fan,75,OFF,1,0,5
D3796,AC_3796,Office,AC,1500,OFF,18,16,30
D3797,AC_3797,Office,AC,1500,ON,27,16,30
D3798,Fan_3798,LivingRoom,Fan,75,OFF,2,0,5
D3799,Light_3799,Office,Light,20,OFF,1,0,1
D3800,Fan_3800,Kitchen,Fan,75,OFF,3,0,5
D3801,Light_3801,Kitchen,Light,20,OFF,0,0,1
D3802,Light_3802,Office,Light,20,ON,0,0,1
D3803,AC_3803,LivingRoom,AC,1500,ON,25,16,30
D3804,AC_3804,Bedroom,AC,1500,ON,23,16,30
D3805,Light_3805,Bedroom,Light,20,ON,1,0,1
D3806,Fan_3806,Kitchen,Fan,75,ON,5,0,5
D3807,Heater_3807,Office,Heater,2000,OFF,19,18,32
D3808,Fan_3808,Bedroom,Fan,75,OFF,5,0,5
D3809,AC_3809,Kitchen,AC,1500,ON,22,16,30
D3810,Light_3810,Kitchen,Light,20,ON,0,0,1
D3811,AC_3811,Kitchen,AC,1500,OFF,18,16,30
D3812,Heater_3812,Office,Heater,2000,OFF,30,18,32
D3813,Fan_3813,Office,Fan,75,ON,2,0,5
D3814,Heater_3814,Kitchen,Heater,2000,ON,18,18,32
D3815,Light_3815,Kitchen,Light,20,OFF,0,0,1
D3816,Heater_3816,Kitchen,Heater,2000,ON,18,18,32
D3817,Light_3817,Bedroom,Light,20,OFF,1,0,1
D3818,Light_3818,Bedroom,Light,20,OFF,0,0,1
D3819,AC_3819,Kitchen,AC,1500,OFF,28,16,30
D3820,Fan_3820,Kitchen,Fan,75,ON,0,0,5
D3821,Heater_3821,Bedroom,Heater,2000,ON,20,18,32
D3822,Fan_3822,Kitchen,Fan,75,OFF,4,0,5
D3823,Light_3823,Office,Light,20,ON,1,0,1
D3824,Fan_3824,Office,Fan,75,ON,2,0,5
D3825,Fan_3825,LivingRoom,Fan,75,OFF,4,0,5
D3826,AC_3826,Office,AC,1500,OFF,30,16,30
D3827,Heater_3827,Bedroom,Heater,2000,OFF,31,18,32
D3828,Light_3828,Office,Light,20,OFF,1,0,1
D3829,AC_3829,Bedroom,AC,1500,OFF,22,16,30
D3830,Fan_3830,LivingRoom,Fan,75,ON,0,0,5
D3831,Light_3831,Office,Light,20,ON,1,0,1
D3832,AC_3832,Office,AC,1500,ON,17,16,30
D3833,Fan_3833,Office,Fan,75,ON,4,0,5
D3834,Fan_3834,LivingRoom,Fan,75,OFF,4,0,5
D3835,Light_3835,Kitchen,Light,20,ON,0,0,1
D3836,Heater_3836,Kitchen,Heater,2000,ON,26,18,32
D3837,Light_3837,LivingRoom,Light,20,OFF,0,0,1
D3838,Fan_3838,Bedroom,Fan,75,OFF,0,0,5
D3839,AC_3839,Bedroom,AC,1500,OFF,18,16,30
D3840,Fan_3840,Kitchen,Fan,75,OFF,1,0,5
D3841,Heater_3841,Bedroom,Heater,2000,ON,23,18,32
D3842,AC_3842,Kitchen,AC,1500,OFF,24,16,30
D3843,AC_3843,LivingRoom,AC,1500,ON,29,16,30
D3844,AC_3844,LivingRoom,AC,1500,ON,17,16,30
D3845,Fan_3845,Bedroom,Fan,75,ON,3,0,5
D3846,Fan_3846,LivingRoom,Fan,75,OFF,4,0,5
D3847,AC_3847,Office,AC,1500,OFF,28,16,30
D3848,AC_3848,Kitchen,AC,1500,ON,21,16,30
D3849,Light_3849,Office,Light,20,ON,1,0,1
D3850,AC_3850,LivingRoom,AC,1500,ON,18,16,30
D3851,Light_3851,Kitchen,Light,20,ON,0,0,1
D3852,Heater_3852,Kitchen,Heater,2000,ON,23,18,32
D3853,Heater_3853,Office,Heater,2000,ON,30,18,32
D3854,Heater_3854,Bedroom,Heater,2000,ON,21,18,32
D3855,Heater_3855,LivingRoom,Heater,2000,ON,31,18,32
D3856,Heater_3856,Office,Heater,2000,OFF,23,18,32
D3857,Fan_3857,Bedroom,Fan,75,ON,0,0,5
D3858,Heater_3858,Bedroom,Heater,2000,ON,27,18,32
D3859,Fan_3859,LivingRoom,Fan,75,OFF,5,0,5
D3860,Fan_3860,Office,Fan,75,ON,2,0,5
D3861,Heater_3861,LivingRoom,Heater,2000,ON,31,18,32
D3862,AC_3862,LivingRoom,AC,1500,ON,23,16,30
D3863,Heater_3863,Kitchen,Heater,2000,ON,27,18,32
D3864,AC_3864,Kitchen,AC,1500,ON,20,16,30
D3865,Heater_3865,Kitchen,Heater,2000,ON,31,18,32
D3866,AC_3866,LivingRoom,AC,1500,OFF,26,16,30
D3867,Light_3867,Kitchen,Light,20,OFF,0,0,1
D3868,Fan_3868,Kitchen,Fan,75,OFF,0,0,5
D3869,Fan_3869,LivingRoom,Fan,75,OFF,2,0,5
D3870,Fan_3870,Office,Fan,75,ON,0,0,5
D3871,Fan_3871,Kitchen,Fan,75,ON,5,0,5
D3872,AC_3872,Bedroom,AC,1500,ON,21,16,30
D3873,AC_3873,LivingRoom,AC,1500,OFF,28,16,30
D3874,Fan_3874,Kitchen,Fan,75,ON,1,0,5
D3875,Light_3875,LivingRoom,Light,20,ON,0,0,1
D3876,Fan_3876,Kitchen,Fan,75,ON,5,0,5
D3877,Fan_3877,Kitchen,Fan,75,ON,3,0,5
D3878,AC_3878,Kitchen,AC,1500,OFF,17,16,30
D3879,Fan_3879,Kitchen,Fan,75,ON,1,0,5
D3880,AC_3880,LivingRoom,AC,1500,ON,17,16,30
D3881,Heater_3881,LivingRoom,Heater,2000,OFF,30,18,32
D3882,Fan_3882,Office,Fan,75,ON,2,0,5
D3883,Light_3883,Bedroom,Light,20,ON,1,0,1
D3884,Light_3884,Bedroom,Light,20,ON,0,0,1
D3885,Heater_3885,Bedroom,Heater,2000,ON,20,18,32
D3886,Light_3886,Office,Light,20,ON,1,0,1
D3887,Light_3887,Office,Light,20,ON,0,0,1
D3888,Heater_3888,Bedroom,Heater,2000,OFF,21,18,32
D3889,Fan_3889,Kitchen,Fan,75,ON,3,0,5
D3890,Heater_3890,Kitchen,Heater,2000,OFF,21,18,32
D3891,AC_3891,Office,AC,1500,OFF,26,16,30
D3892,Heater_3892,LivingRoom,Heater,2000,ON,24,18,32
D3893,Light_3893,Kitchen,Light,20,ON,0,0,1
D3894,AC_3894,Bedroom,AC,1500,ON,27,16,30
D3895,AC_3895,Bedroom,AC,1500,ON,27,16,30
D3896,AC_3896,LivingRoom,AC,1500,OFF,18,16,30
D3897,Light_3897,Kitchen,Light,20,ON,0,0,1
D3898,Light_3898,LivingRoom,Light,20,ON,1,0,1
D3899,AC_3899,Kitchen,AC,1500,ON,23,16,30
D3900,Light_3900,Bedroom,Light,20,ON,1,0,1
D3901,Fan_3901,Office,Fan,75,OFF,5,0,5
D3902,Fan_3902,Office,Fan,75,ON,5,0,5
D3903,Light_3903,Bedroom,Light,20,OFF,1,0,1
D3904,Light_3904,Bedroom,Light,20,OFF,1,0,1
D3905,Fan_3905,Office,Fan,75,ON,2,0,5
D3906,AC_3906,Office,AC,1500,OFF,18,16,30
D3907,AC_3907,LivingRoom,AC,1500,OFF,24,16,30
D3908,Fan_3908,Bedroom,Fan,75,OFF,0,0,5
D3909,Fan_3909,Bedroom,Fan,75,OFF,2,0,5
D3910,Light_3910,Office,Light,20,ON,1,0,1
D3911,AC_3911,Office,AC,1500,OFF,20,16,30
D3912,Light_3912,Office,Light,20,ON,1,0,1
D3913,Heater_3913,Office,Heater,2000,OFF,20,18,32
D3914,Heater_3914,Bedroom,Heater,2000,OFF,32,18,32
D3915,Light_3915,LivingRoom,Light,20,ON,1,0,1
D3916,Heater_3916,Bedroom,Heater,2000,ON,19,18,32
D3917,Fan_3917,Kitchen,Fan,75,OFF,5,0,5
D3918,AC_3918,Kitchen,AC,1500,OFF,27,16,30
D3919,Heater_3919,LivingRoom,Heater,2000,ON,27,18,32
D3920,AC_3920,Bedroom,AC,1500,OFF,20,16,30
D3921,Light_3921,Bedroom,Light,20,OFF,0,0,1
D3922,Light_3922,LivingRoom,Light,20,OFF,1,0,1
D3923,Fan_3923,LivingRoom,Fan,75,OFF,1,0,5
D3924,Light_3924,LivingRoom,Light,20,OFF,1,0,1
D3925,Fan_3925,Kitchen,Fan,75,ON,5,0,5
D3926,Heater_3926,Kitchen,Heater,2000,ON,24,18,32
D3927,Heater_3927,Bedroom,Heater,2000,ON,23,18,32
D3928,AC_3928,Kitchen,AC,1500,OFF,23,16,30
D3929,Light_3929,Kitchen,Light,20,OFF,0,0,1
D3930,Heater_3930,LivingRoom,Heater,2000,ON,19,18,32
D3931,Light_3931,Bedroom,Light,20,OFF,0,0,1
D3932,Light_3932,Office,Light,20,OFF,0,0,1
D3933,AC_3933,Office,AC,1500,ON,19,16,30
D3934,Light_3934,Bedroom,Light,20,OFF,0,0,1
D3935,AC_3935,Kitchen,AC,1500,ON,30,16,30
D3936,Heater_3936,LivingRoom,Heater,2000,OFF,28,18,32
D3937,Heater_3937,Bedroom,Heater,2000,ON,23,18,32
D3938,Light_3938,LivingRoom,Light,20,ON,1,0,1
D3939,Light_3939,LivingRoom,Light,20,OFF,1,0,1
D3940,Light_3940,LivingRoom,Light,20,OFF,0,0,1
D3941,Heater_3941,Kitchen,Heater,2000,ON,19,18,32
D3942,Light_3942,Kitchen,Light,20,ON,1,0,1
D3943,Fan_3943,Kitchen,Fan,75,OFF,4,0,5
D3944,Light_3944,LivingRoom,Light,20,ON,0,0,1
D3945,Fan_3945,Bedroom,Fan,75,ON,1,0,5
D3946,Light_3946,LivingRoom,Light,20,ON,0,0,1
D3947,Light_3947,Bedroom,Light,20,ON,1,0,1
D3948,Heater_3948,LivingRoom,Heater,2000,OFF,21,18,32
D3949,Light_3949,LivingRoom,Light,20,ON,0,0,1
D3950,Fan_3950,Kitchen,Fan,75,OFF,1,0,5
D3951,AC_3951,Bedroom,AC,1500,OFF,22,16,30
D3952,AC_3952,Bedroom,AC,1500,OFF,16,16,30
D3953,Light_3953,Office,Light,20,ON,0,0,1
D3954,Light_3954,Bedroom,Light,20,ON,0,0,1
D3955,Heater_3955,LivingRoom,Heater,2000,OFF,21,18,32
D3956,Light_3956,Kitchen,Light,20,OFF,1,0,1
D3957,Light_3957,Bedroom,Light,20,OFF,1,0,1
D3958,Light_3958,Office,Light,20,OFF,1,0,1
D3959,Fan_3959,Bedroom,Fan,75,ON,1,0,5
D3960,Heater_3960,Kitchen,Heater,2000,OFF,30,18,32
D3961,Heater_3961,LivingRoom,Heater,2000,ON,30,18,32
D3962,Light_3962,LivingRoom,Light,20,ON,0,0,1
D3963,Heater_3963,Office,Heater,2000,ON,18,18,32
D3964,Light_3964,Bedroom,Light,20,ON,0,0,1
D3965,AC_3965,LivingRoom,AC,1500,ON,24,16,30
D3966,AC_3966,Kitchen,AC,1500,ON,20,16,30
D3967,Fan_3967,Kitchen,Fan,75,ON,1,0,5
D3968,AC_3968,Office,AC,1500,OFF,29,16,30
D3969,Light_3969,Bedroom,Light,20,ON,0,0,1
D3970,Light_3970,Office,Light,20,ON,1,0,1
D3971,AC_3971,Kitchen,AC,1500,OFF,18,16,30
D3972,Fan_3972,Kitchen,Fan,75,ON,0,0,5
D3973,AC_3973,LivingRoom,AC,1500,ON,29,16,30
D3974,AC_3974,LivingRoom,AC,1500,OFF,18,16,30
D3975,AC_3975,LivingRoom,AC,1500,ON,23,16,30
D3976,AC_3976,Office,AC,1500,OFF,16,16,30
D3977,AC_3977,Bedroom,AC,1500,OFF,21,16,30
D3978,Heater_3978,LivingRoom,Heater,2000,OFF,30,18,32
D3979,Fan_3979,Kitchen,Fan,75,ON,0,0,5
D3980,Light_3980,Office,Light,20,OFF,1,0,1
D3981,AC_3981,Bedroom,AC,1500,ON,29,16,30
D3982,Fan_3982,LivingRoom,Fan,75,OFF,3,0,5
D3983,Heater_3983,LivingRoom,Heater,2000,OFF,25,18,32
D3984,AC_3984,LivingRoom,AC,1500,ON,16,16,30
D3985,Fan_3985,Bedroom,Fan,75,OFF,2,0,5
D3986,Fan_3986,LivingRoom,Fan,75,OFF,5,0,5
D3987,Fan_3987,Bedroom,Fan,75,OFF,3,0,5
D3988,AC_3988,Bedroom,AC,1500,OFF,18,16,30
D3989,Fan_3989,Bedroom,Fan,75,OFF,2,0,5
D3990,AC_3990,Kitchen,AC,1500,OFF,29,16,30
D3991,Light_3991,Office,Light,20,ON,0,0,1
D3992,Heater_3992,LivingRoom,Heater,2000,OFF,21,18,32
D3993,Light_3993,Office,Light,20,OFF,1,0,1
D3994,AC_3994,Bedroom,AC,1500,ON,17,16,30
D3995,AC_3995,Kitchen,AC,1500,ON,30,16,30
D3996,AC_3996,Office,AC,1500,OFF,29,16,30
D3997,AC_3997,LivingRoom,AC,1500,OFF,26,16,30
D3998,Fan_3998,Bedroom,Fan,75,OFF,3,0,5
D3999,Light_3999,Bedroom,Light,20,OFF,0,0,1
D4000,AC_4000,Office,AC,1500,OFF,19,16,30
D4001,Light_4001,LivingRoom,Light,20,ON,1,0,1
D4002,Fan_4002,Bedroom,Fan,75,OFF,3,0,5
D4003,Fan_4003,Bedroom,Fan,75,ON,1,0,5
D4004,Heater_4004,Bedroom,Heater,2000,OFF,29,18,32
D4005,Heater_4005,Bedroom,Heater,2000,ON,22,18,32
D4006,Fan_4006,LivingRoom,Fan,75,OFF,0,0,5
D4007,Heater_4007,Kitchen,Heater,2000,OFF,20,18,32
D4008,Fan_4008,Kitchen,Fan,75,OFF,0,0,5
D4009,Light_4009,Office,Light,20,ON,1,0,1
D4010,Fan_4010,Bedroom,Fan,75,OFF,1,0,5
D4011,AC_4011,LivingRoom,AC,1500,OFF,22,16,30
D4012,Fan_4012,Office,Fan,75,OFF,2,0,5
D4013,AC_4013,Bedroom,AC,1500,ON,21,16,30
D4014,Light_4014,Bedroom,Light,20,OFF,1,0,1
D4015,Light_4015,Office,Light,20,ON,1,0,1
D4016,AC_4016,Kitchen,AC,1500,ON,29,16,30
D4017,Fan_4017,Bedroom,Fan,75,ON,1,0,5
D4018,Light_4018,Kitchen,Light,20,ON,1,0,1
D4019,Fan_4019,LivingRoom,Fan,75,OFF,5,0,5
D4020,Light_4020,Bedroom,Light,20,ON,0,0,1
D4021,AC_4021,Office,AC,1500,OFF,27,16,30
D4022,AC_4022,LivingRoom,AC,1500,ON,19,16,30
D4023,AC_4023,Bedroom,AC,1500,OFF,19,16,30
D4024,Light_4024,Office,Light,20,OFF,0,0,1
D4025,AC_4025,Office,AC,1500,ON,27,16,30
D4026,AC_4026,LivingRoom,AC,1500,OFF,28,16,30
D4027,Fan_4027,Office,Fan,75,ON,3,0,5
D4028,Heater_4028,LivingRoom,Heater,2000,ON,32,18,32
D4029,Light_4029,Bedroom,Light,20,ON,0,0,1
D4030,AC_4030,Kitchen,AC,1500,OFF,17,16,30
D4031,Light_4031,LivingRoom,Light,20,ON,1,0,1
D4032,Fan_4032,Office,Fan,75,OFF,2,0,5
D4033,Fan_4033,LivingRoom,Fan,75,OFF,0,0,5
D4034,Light_4034,Office,Light,20,OFF,1,0,1
D4035,Light_4035,LivingRoom,Light,20,ON,1,0,1
D4036,AC_4036,LivingRoom,AC,1500,OFF,17,16,30
D4037,Fan_4037,Bedroom,Fan,75,ON,3,0,5
D4038,Heater_4038,Kitchen,Heater,2000,ON,27,18,32
D4039,Light_4039,Office,Light,20,ON,0,0,1
D4040,Light_4040,Bedroom,Light,20,ON,0,0,1
D4041,Light_4041,Office,Light,20,OFF,1,0,1
D4042,Fan_4042,Office,Fan,75,ON,0,0,5
D4043,Fan_4043,LivingRoom,Fan,75,OFF,1,0,5
D4044,Heater_4044,LivingRoom,Heater,2000,OFF,28,18,32
D4045,AC_4045,Kitchen,AC,1500,ON,23,16,30
D4046,Heater_4046,Office,Heater,2000,OFF,30,18,32
D4047,AC_4047,LivingRoom,AC,1500,ON,27,16,30
D4048,Light_4048,Office,Light,20,ON,0,0,1
D4049,Light_4049,LivingRoom,Light,20,ON,1,0,1
D4050,Heater_4050,Office,Heater,2000,ON,31,18,32
D4051,AC_4051,Office,AC,1500,ON,26,16,30
D4052,Heater_4052,LivingRoom,Heater,2000,OFF,29,18,32
D4053,Light_4053,LivingRoom,Light,20,ON,0,0,1
D4054,Fan_4054,Kitchen,Fan,75,OFF,0,0,5
D4055,Heater_4055,Bedroom,Heater,2000,OFF,27,18,32
D4056,AC_4056,Office,AC,1500,OFF,22,16,30
D4057,Light_4057,Bedroom,Light,20,OFF,1,0,1
D4058,AC_4058,LivingRoom,AC,1500,ON,20,16,30
D4059,AC_4059,Office,AC,1500,ON,21,16,30
D4060,Fan_4060,Bedroom,Fan,75,OFF,5,0,5
D4061,Light_4061,Office,Light,20,ON,0,0,1
D4062,Light_4062,Kitchen,Light,20,ON,0,0,1
D4063,AC_4063,Kitchen,AC,1500,OFF,27,16,30
D4064,AC_4064,LivingRoom,AC,1500,OFF,25,16,30
D4065,AC_4065,Kitchen,AC,1500,OFF,25,16,30
D4066,Light_4066,LivingRoom,Light,20,OFF,1,0,1
D4067,Light_4067,Office,Light,20,OFF,1,0,1
D4068,Fan_4068,Office,Fan,75,ON,4,0,5
D4069,Fan_4069,Bedroom,Fan,75,OFF,4,0,5
D4070,Heater_4070,Bedroom,Heater,2000,ON,23,18,32
D4071,AC_4071,Kitchen,AC,1500,ON,28,16,30
D4072,Fan_4072,Bedroom,Fan,75,ON,1,0,5
D4073,AC_4073,Bedroom,AC,1500,ON,20,16,30
D4074,Light_4074,Office,Light,20,OFF,0,0,1
D4075,Heater_4075,LivingRoom,Heater,2000,OFF,20,18,32
D4076,Heater_4076,LivingRoom,Heater,2000,OFF,30,18,32
D4077,Heater_4077,LivingRoom,Heater,2000,OFF,20,18,32
D4078,Light_4078,Kitchen,Light,20,ON,0,0,1
D4079,Fan_4079,Kitchen,Fan,75,ON,4,0,5
D4080,Light_4080,LivingRoom,Light,20,OFF,0,0,1
D4081,Fan_4081,Office,Fan,75,ON,1,0,5
D4082,Heater_4082,Kitchen,Heater,2000,ON,26,18,32
D4083,Light_4083,Office,Light,20,OFF,0,0,1
D4084,Heater_4084,Kitchen,Heater,2000,ON,30,18,32
D4085,Heater_4085,Office,Heater,2000,OFF,24,18,32
D4086,AC_4086,Bedroom,AC,1500,ON,24,16,30
D4087,Heater_4087,Office,Heater,2000,ON,28,18,32
D4088,Light_4088,Bedroom,Light,20,OFF,1,0,1
D4089,AC_4089,Kitchen,AC,1500,ON,28,16,30
D4090,Fan_4090,Office,Fan,75,ON,1,0,5
D4091,Fan_4091,Kitchen,Fan,75,ON,0,0,5
D4092,Light_4092,Office,Light,20,ON,0,0,1
D4093,AC_4093,Office,AC,1500,OFF,30,16,30
D4094,Heater_4094,LivingRoom,Heater,2000,ON,19,18,32
D4095,Heater_4095,Bedroom,Heater,2000,ON,19,18,32
D4096,Light_4096,Kitchen,Light,20,ON,0,0,1
D4097,AC_4097,Office,AC,1500,ON,25,16,30
D4098,Fan_4098,LivingRoom,Fan,75,OFF,5,0,5
D4099,AC_4099,Kitchen,AC,1500,ON,23,16,30
D4100,Heater_4100,Bedroom,Heater,2000,ON,31,18,32
D4101,Heater_4101,Office,Heater,2000,ON,18,18,32
D4102,Fan_4102,Bedroom,Fan,75,OFF,2,0,5
D4103,AC_4103,Office,AC,1500,OFF,23,16,30
D4104,Fan_4104,Office,Fan,75,ON,0,0,5
D4105,Heater_4105,Bedroom,Heater,2000,OFF,30,18,32
D4106,Heater_4106,Bedroom,Heater,2000,ON,23,18,32
D4107,AC_4107,LivingRoom,AC,1500,OFF,27,16,30
D4108,Heater_4108,Office,Heater,2000,ON,20,18,32
D4109,AC_4109,Kitchen,AC,1500,ON,22,16,30
D4110,Fan_4110,LivingRoom,Fan,75,ON,1,0,5
D4111,Light_4111,Office,Light,20,ON,0,0,1
D4112,Light_4112,Kitchen,Light,20,OFF,0,0,1
D4113,Light_4113,Kitchen,Light,20,OFF,0,0,1
D4114,Heater_4114,LivingRoom,Heater,2000,OFF,18,18,32
D4115,Light_4115,Bedroom,Light,20,ON,0,0,1
D4116,Light_4116,LivingRoom,Light,20,OFF,0,0,1
D4117,Light_4117,Office,Light,20,ON,1,0,1
D4118,Light_4118,Office,Light,20,OFF,1,0,1
D4119,Heater_4119,LivingRoom,Heater,2000,ON,21,18,32
D4120,Heater_4120,LivingRoom,Heater,2000,OFF,22,18,32
D4121,Fan_4121,LivingRoom,Fan,75,ON,4,0,5
D4122,Fan_4122,LivingRoom,Fan,75,ON,3,0,5
D4123,Fan_4123,LivingRoom,Fan,75,ON,3,0,5
D4124,Fan_4124,Kitchen,Fan,75,ON,1,0,5
D4125,Heater_4125,Bedroom,Heater,2000,OFF,31,18,32
D4126,AC_4126,Office,AC,1500,OFF,24,16,30
D4127,AC_4127,Bedroom,AC,1500,OFF,27,16,30
D4128,Heater_4128,Bedroom,Heater,2000,ON,19,18,32
D4129,AC_4129,Bedroom,AC,1500,ON,30,16,30
D4130,Heater_4130,Bedroom,Heater,2000,ON,28,18,32
D4131,Light_4131,Kitchen,Light,20,OFF,0,0,1
D4132,Fan_4132,Office,Fan,75,OFF,1,0,5
D4133,Heater_4133,Bedroom,Heater,2000,ON,32,18,32
D4134,AC_4134,Bedroom,AC,1500,OFF,22,16,30
D4135,AC_4135,Kitchen,AC,1500,ON,25,16,30
D4136,Heater_4136,LivingRoom,Heater,2000,OFF,30,18,32
D4137,Heater_4137,Office,Heater,2000,ON,25,18,32
D4138,Heater_4138,LivingRoom,Heater,2000,OFF,31,18,32
D4139,Heater_4139,Bedroom,Heater,2000,OFF,26,18,32
D4140,Light_4140,LivingRoom,Light,20,OFF,0,0,1
D4141,Heater_4141,Bedroom,Heater,2000,ON,28,18,32
D4142,Light_4142,Bedroom,Light,20,ON,1,0,1
D4143,Fan_4143,Bedroom,Fan,75,ON,3,0,5
D4144,Fan_4144,LivingRoom,Fan,75,OFF,4,0,5
D4145,Heater_4145,LivingRoom,Heater,2000,OFF,24,18,32
D4146,Light_4146,LivingRoom,Light,20,ON,0,0,1
D4147,Light_4147,Kitchen,Light,20,OFF,1,0,1
D4148,AC_4148,Kitchen,AC,1500,ON,22,16,30
D4149,Fan_4149,LivingRoom,Fan,75,ON,1,0,5
D4150,AC_4150,Kitchen,AC,1500,ON,25,16,30
D4151,Light_4151,Office,Light,20,OFF,1,0,1
D4152,Light_4152,Kitchen,Light,20,OFF,0,0,1
D4153,AC_4153,Kitchen,AC,1500,OFF,23,16,30
D4154,Heater_4154,LivingRoom,Heater,2000,OFF,19,18,32
D4155,Fan_4155,Bedroom,Fan,75,ON,4,0,5
D4156,Heater_4156,Office,Heater,2000,OFF,25,18,32
D4157,Light_4157,Bedroom,Light,20,ON,1,0,1
D4158,Fan_4158,Office,Fan,75,ON,4,0,5
D4159,AC_4159,Office,AC,1500,OFF,25,16,30
D4160,Heater_4160,Office,Heater,2000,ON,31,18,32
D4161,Heater_4161,Office,Heater,2000,ON,31,18,32
D4162,Light_4162,Kitchen,Light,20,ON,1,0,1
D4163,AC_4163,Kitchen,AC,1500,ON,22,16,30
D4164,Light_4164,Bedroom,Light,20,OFF,0,0,1
D4165,Fan_4165,LivingRoom,Fan,75,OFF,3,0,5
D4166,Heater_4166,Kitchen,Heater,2000,OFF,27,18,32
D4167,AC_4167,LivingRoom,AC,1500,ON,18,16,30
D4168,Fan_4168,Bedroom,Fan,75,OFF,2,0,5
D4169,Fan_4169,Kitchen,Fan,75,ON,4,0,5
D4170,Heater_4170,Office,Heater,2000,OFF,21,18,32
D4171,Light_4171,Kitchen,Light,20,OFF,0,0,1
D4172,Light_4172,Bedroom,Light,20,OFF,1,0,1
D4173,Light_4173,Bedroom,Light,20,ON,1,0,1
D4174,Heater_4174,Bedroom,Heater,2000,OFF,19,18,32
D4175,Fan_4175,Bedroom,Fan,75,OFF,5,0,5
D4176,Heater_4176,Bedroom,Heater,2000,OFF,24,18,32
D4177,Light_4177,Bedroom,Light,20,OFF,0,0,1
D4178,Light_4178,Kitchen,Light,20,OFF,0,0,1
D4179,Light_4179,LivingRoom,Light,20,OFF,1,0,1
D4180,Fan_4180,LivingRoom,Fan,75,OFF,4,0,5
D4181,Fan_4181,Office,Fan,75,OFF,0,0,5
D4182,Fan_4182,Office,Fan,75,OFF,2,0,5
D4183,Light_4183,LivingRoom,Light,20,ON,1,0,1
D4184,AC_4184,LivingRoom,AC,1500,ON,30,16,30
D4185,Heater_4185,Office,Heater,2000,ON,18,18,32
D4186,Light_4186,Kitchen,Light,20,ON,1,0,1
D4187,AC_4187,LivingRoom,AC,1500,OFF,19,16,30
D4188,Heater_4188,Kitchen,Heater,2000,ON,23,18,32
D4189,Fan_4189,Office,Fan,75,ON,2,0,5
D4190,Fan_4190,Bedroom,Fan,75,ON,1,0,5
D4191,Light_4191,Kitchen,Light,20,ON,1,0,1
D4192,Heater_4192,LivingRoom,Heater,2000,ON,30,18,32
D4193,Heater_4193,Office,Heater,2000,OFF,18,18,32
D4194,AC_4194,Kitchen,AC,1500,ON,27,16,30
D4195,AC_4195,Kitchen,AC,1500,ON,16,16,30
D4196,Fan_4196,Bedroom,Fan,75,OFF,3,0,5
D4197,AC_4197,Office,AC,1500,ON,25,16,30
D4198,Light_4198,Office,Light,20,ON,1,0,1
D4199,Fan_4199,Bedroom,Fan,75,ON,4,0,5
D4200,Fan_4200,Office,Fan,75,ON,1,0,5
D4201,Fan_4201,Office,Fan,75,OFF,0,0,5
D4202,Fan_4202,Office,Fan,75,OFF,4,0,5
