rule_id,condition,condition_device,operator,value,action_device,action,action_value,priority
R3789,time,Light,>,21,Fan,ON,29,2
R3790,occupancy,AC,<,35,Fan,ON,28,5
R3791,time,Light,<,28,Light,OFF,23,2
R3792,time,Fan,=,29,Fan,SET,29,4
R3793,occupancy,AC,=,31,Fan,ON,19,5
R3794,occupancy,Fan,>,34,Light,ON,25,5
R3795,occupancy,AC,>,31,Fan,SET,22,3
R3796,temperature,AC,<,17,AC,OFF,17,3
R3797,temperature,Fan,>,29,Light,SET,22,1
R3798,time,AC,<,32,Light,OFF,29,4
R3799,temperature,AC,<,22,Fan,ON,19,2
R3800,temperature,Light,>,25,AC,SET,22,4
R3801,time,AC,>,17,Fan,SET,23,1
R3802,time,Fan,>,29,Fan,SET,17,5
R3803,occupancy,AC,=,25,Light,OFF,27,5
R3804,occupancy,AC,=,33,AC,ON,26,1
R3805,time,Light,<,25,AC,SET,30,3
R3806,occupancy,AC,<,19,Fan,OFF,16,4
R3807,temperature,Fan,>,33,Fan,OFF,30,4
R3808,temperature,Fan,<,27,Fan,ON,27,1
R3809,time,Light,<,35,AC,SET,18,4
R3810,temperature,AC,<,27,Light,ON,26,1
R3811,time,Fan,=,19,Fan,OFF,20,4
R3812,temperature,AC,=,16,AC,SET,30,1
R3813,occupancy,Light,<,33,Fan,ON,29,1
R3814,temperature,AC,<,29,Fan,ON,24,4
R3815,occupancy,Light,=,33,AC,SET,28,1
R3816,occupancy,AC,>,18,Fan,SET,23,4
R3817,temperature,AC,<,28,Light,ON,21,2
R3818,time,Fan,=,35,Light,ON,16,4
R3819,time,Fan,=,29,Fan,SET,24,1
R3820,time,Fan,<,21,AC,ON,28,2
R3821,temperature,Fan,>,16,AC,ON,17,5
R3822,temperature,AC,=,28,AC,ON,25,3
R3823,time,Light,>,25,Light,OFF,24,4
R3824,temperature,Fan,>,33,AC,SET,20,3
R3825,time,AC,=,30,Light,OFF,27,3
R3826,occupancy,Fan,<,19,Light,ON,23,3
R3827,occupancy,Fan,>,35,Fan,OFF,18,4
R3828,temperature,AC,=,21,Light,ON,21,2
R3829,temperature,Fan,<,18,AC,ON,28,5
R3830,temperature,Fan,<,32,Light,ON,16,1
R3831,time,Fan,=,31,Light,OFF,16,2
R3832,time,Light,>,35,AC,OFF,29,1
R3833,time,Light,>,35,AC,SET,20,2
R3834,occupancy,AC,<,31,AC,SET,25,5
R3835,temperature,AC,<,20,AC,SET,17,2
R3836,time,AC,<,21,Fan,OFF,19,5
R3837,temperature,Fan,<,27,Fan,ON,23,5
R3838,temperature,AC,>,32,Fan,ON,30,3
R3839,occupancy,Light,>,32,Fan,SET,17,1
R3840,temperature,Fan,=,35,Light,ON,27,5
R3841,temperature,Fan,=,21,Light,ON,30,2
R3842,occupancy,AC,=,28,Fan,OFF,30,3
R3843,temperature,Light,>,20,AC,OFF,16,5
R3844,time,Light,=,24,Light,OFF,22,4
R3845,temperature,Light,=,21,Fan,SET,28,2
R3846,occupancy,AC,<,23,AC,SET,28,5
R3847,temperature,AC,<,27,Fan,ON,27,4
R3848,temperature,Light,>,17,Light,OFF,26,1
R3849,temperature,AC,<,32,AC,SET,24,4
R3850,occupancy,Fan,>,32,Light,ON,20,2
R3851,occupancy,Fan,>,17,Light,ON,21,2
R3852,occupancy,Fan,<,34,Fan,ON,25,2
R3853,temperature,AC,<,21,Fan,OFF,29,4
R3854,time,AC,=,16,Light,SET,20,5
R3855,time,Light,=,33,AC,OFF,30,5
R3856,temperature,AC,>,23,Fan,SET,16,4
R3857,temperature,Light,>,28,Fan,SET,17,4
R3858,occupancy,AC,<,17,AC,SET,18,4
R3859,time,AC,>,29,AC,OFF,17,1
R3860,temperature,AC,=,22,AC,SET,16,2
R3861,time,Light,>,19,Light,ON,19,3
R3862,time,Fan,>,18,Light,OFF,17,1
R3863,time,AC,>,17,Fan,SET,29,5
R3864,temperature,Light,<,20,Light,ON,24,2
R3865,time,Light,<,30,AC,OFF,19,2
R3866,time,AC,>,32,Fan,ON,26,3
R3867,occupancy,Light,=,16,AC,SET,27,1
R3868,occupancy,Light,<,25,AC,SET,27,4
R3869,occupancy,Light,<,32,Fan,OFF,18,1
R3870,occupancy,Light,>,22,Light,ON,21,5
R3871,occupancy,AC,=,30,Light,ON,26,2
R3872,occupancy,Light,=,26,Light,OFF,17,5
R3873,time,Fan,>,23,AC,OFF,20,3
R3874,occupancy,Fan,=,33,Light,ON,24,2
R3875,occupancy,AC,=,32,Light,OFF,18,1
R3876,time,AC,>,32,Light,ON,23,4
R3877,occupancy,AC,>,26,Light,SET,29,3
R3878,time,Fan,<,28,Light,SET,16,5
R3879,time,Light,>,26,Fan,SET,23,4
R3880,occupancy,AC,=,33,AC,OFF,27,3
R3881,occupancy,AC,<,22,AC,OFF,20,5
R3882,occupancy,Light,>,16,Light,SET,30,1
R3883,temperature,AC,=,32,Light,OFF,29,2
R3884,occupancy,Fan,=,22,AC,OFF,22,3
R3885,time,Light,<,18,Fan,SET,20,1
R3886,time,AC,<,17,Light,ON,20,5
R3887,occupancy,Light,=,28,Fan,OFF,29,1
R3888,time,Light,>,28,Light,ON,22,2
R3889,temperature,AC,<,24,Light,SET,29,1
R3890,occupancy,AC,<,29,Fan,ON,17,3
R3891,time,Fan,=,25,Fan,ON,30,1
R3892,temperature,AC,=,31,Fan,SET,19,5
R3893,occupancy,Light,>,21,Light,SET,20,5
R3894,temperature,Light,<,19,AC,OFF,19,5
R3895,temperature,Light,=,27,Fan,ON,19,4
R3896,temperature,Fan,<,34,AC,ON,21,2
R3897,occupancy,Light,<,33,Light,ON,28,4
R3898,temperature,Fan,<,21,AC,SET,20,4
R3899,temperature,AC,=,32,Light,SET,26,4
R3900,occupancy,AC,=,28,Light,ON,25,4
R3901,occupancy,Fan,<,27,Light,OFF,19,4
R3902,time,Fan,>,22,Fan,ON,23,5
R3903,occupancy,Fan,=,27,Light,SET,20,4
R3904,occupancy,Fan,=,35,Light,ON,27,4
R3905,occupancy,AC,>,32,AC,ON,22,3
R3906,time,Light,=,16,AC,ON,17,1
R3907,time,Fan,>,19,Light,SET,19,5
R3908,time,Light,>,21,AC,SET,27,2
R3909,temperature,Light,=,26,Fan,OFF,30,4
R3910,temperature,Light,<,19,Fan,SET,27,2
R3911,temperature,Fan,>,34,AC,ON,30,5
R3912,temperature,Light,<,17,Light,SET,22,4
R3913,time,AC,<,18,Light,OFF,29,5
R3914,occupancy,Light,<,31,AC,ON,21,3
R3915,temperature,Light,=,25,Light,ON,23,1
R3916,occupancy,AC,>,21,Light,ON,21,4
R3917,occupancy,AC,<,29,Light,OFF,16,2
R3918,temperature,AC,=,18,Fan,ON,26,3
R3919,time,AC,>,33,AC,SET,24,2
R3920,time,AC,=,26,AC,ON,16,2
R3921,temperature,Light,>,27,Light,OFF,24,1
R3922,temperature,Light,=,29,Light,OFF,16,4
R3923,time,AC,>,22,AC,OFF,25,4
R3924,occupancy,Light,=,30,Fan,OFF,24,5
R3925,time,AC,<,28,Fan,OFF,21,3
R3926,time,Fan,<,28,AC,ON,29,5
R3927,occupancy,AC,>,17,AC,ON,27,2
R3928,temperature,AC,<,28,AC,OFF,19,4
R3929,occupancy,Fan,>,17,AC,SET,30,2
R3930,temperature,Light,>,34,Fan,SET,16,5
R3931,temperature,AC,=,27,AC,ON,16,1
R3932,occupancy,AC,=,31,Light,SET,26,5
R3933,occupancy,Fan,<,29,Fan,ON,26,3
R3934,temperature,Fan,>,24,Light,OFF,19,1
R3935,time,AC,<,27,AC,SET,20,4
R3936,temperature,Fan,<,24,Fan,OFF,27,2
R3937,temperature,Light,=,25,Fan,ON,28,2
R3938,occupancy,AC,=,31,Fan,OFF,28,1
R3939,time,AC,=,20,Fan,ON,17,5
R3940,time,Light,>,27,AC,ON,20,3
R3941,temperature,Light,<,17,AC,SET,20,3
R3942,time,Fan,<,16,Light,SET,20,4
R3943,occupancy,Fan,=,24,Light,SET,29,3
R3944,occupancy,Fan,<,27,Fan,OFF,22,5
R3945,temperature,Fan,>,17,AC,ON,28,2
R3946,time,AC,=,16,Fan,OFF,16,2
R3947,time,AC,<,29,AC,ON,25,3
R3948,time,AC,>,20,Light,OFF,17,2
R3949,occupancy,AC,=,25,AC,ON,20,2
R3950,temperature,Light,>,25,AC,ON,26,1
R3951,time,Fan,<,32,Fan,SET,19,3
R3952,occupancy,Fan,>,22,AC,ON,27,2
R3953,time,Fan,<,19,Light,OFF,19,2
R3954,occupancy,Light,<,30,Fan,SET,25,1
R3955,occupancy,Fan,>,27,AC,SET,21,5
R3956,time,Fan,<,35,Light,OFF,21,2
R3957,temperature,AC,<,23,Fan,OFF,30,3
R3958,temperature,Light,<,20,Fan,OFF,19,2
R3959,temperature,Fan,=,28,Light,SET,16,5
R3960,occupancy,Fan,<,20,Fan,OFF,27,1
R3961,time,Light,<,34,AC,ON,19,5
R3962,occupancy,Light,=,17,AC,OFF,21,4
R3963,occupancy,Light,>,29,AC,ON,25,5
R3964,occupancy,Fan,<,27,AC,SET,26,3
R3965,occupancy,Light,<,27,AC,SET,23,2
R3966,temperature,Fan,=,32,AC,OFF,25,4
R3967,time,Light,>,26,AC,OFF,21,4
R3968,temperature,Fan,<,16,AC,SET,23,2
R3969,occupancy,Light,<,17,AC,OFF,30,3
R3970,occupancy,Fan,>,23,Light,ON,19,5
R3971,occupancy,Fan,=,23,Fan,SET,16,2
R3972,temperature,AC,<,27,Fan,ON,28,1
R3973,time,Light,=,25,Fan,SET,16,1
R3974,occupancy,Fan,=,34,AC,OFF,16,2
R3975,time,Fan,>,25,Light,OFF,17,4
R3976,occupancy,Fan,=,26,Fan,OFF,23,1
R3977,temperature,AC,<,27,Fan,SET,26,5
R3978,occupancy,AC,>,22,AC,ON,25,4
R3979,time,Light,>,18,Light,ON,16,1
R3980,time,Light,>,22,Light,ON,23,1
R3981,occupancy,AC,>,30,Light,ON,23,5
R3982,time,AC,=,28,Light,SET,28,5
R3983,occupancy,Fan,<,32,Light,ON,24,4
R3984,occupancy,AC,<,26,AC,ON,25,2
R3985,time,Light,>,21,Fan,ON,18,2
R3986,occupancy,AC,<,17,Fan,SET,20,1
R3987,temperature,Fan,<,35,Light,SET,25,2
R3988,time,Light,>,32,Fan,OFF,19,4
R3989,time,Fan,>,27,Light,OFF,24,2
R3990,temperature,AC,=,27,Light,ON,20,3
R3991,time,AC,>,22,AC,OFF,29,2
R3992,temperature,AC,>,35,AC,ON,22,2
R3993,time,AC,>,31,AC,SET,24,4
R3994,occupancy,Fan,<,17,Fan,OFF,17,3
R3995,time,Light,<,28,AC,SET,20,1
R3996,temperature,AC,<,25,AC,OFF,22,4
R3997,occupancy,Fan,=,18,AC,OFF,16,1
R3998,time,Light,>,28,Fan,ON,25,1
R3999,temperature,Light,=,31,Fan,ON,29,3
R4000,time,Fan,<,20,Fan,SET,18,3
R4001,occupancy,AC,<,31,Light,OFF,30,2
R4002,temperature,AC,<,21,Fan,ON,22,3
R4003,occupancy,AC,<,22,Fan,OFF,19,2
R4004,occupancy,Light,>,35,AC,SET,16,5
R4005,temperature,Fan,>,16,AC,ON,28,2
R4006,temperature,Fan,>,28,Fan,OFF,30,4
R4007,temperature,Fan,<,33,Fan,OFF,20,5
R4008,occupancy,AC,=,32,Fan,ON,24,1
R4009,occupancy,Fan,=,21,Fan,ON,20,1
R4010,time,Light,=,24,AC,ON,26,1
R4011,time,Light,=,34,Light,OFF,17,4
R4012,temperature,AC,<,18,Light,OFF,22,4
R4013,time,Light,=,34,Light,OFF,26,5
R4014,temperature,Fan,>,32,Light,SET,28,2
R4015,temperature,Fan,>,25,Fan,OFF,26,5
R4016,occupancy,Fan,>,22,AC,ON,30,5
R4017,temperature,Fan,>,23,Light,SET,18,5
R4018,time,Light,=,27,Light,OFF,18,2
R4019,occupancy,Light,<,23,Fan,ON,20,3
R4020,occupancy,Light,<,28,Fan,OFF,23,2
R4021,occupancy,Fan,=,19,AC,SET,17,4
R4022,temperature,Fan,>,21,Light,ON,17,1
R4023,time,Fan,=,27,Light,SET,24,1
R4024,temperature,Fan,=,33,Light,ON,22,2
R4025,occupancy,Light,=,21,AC,ON,18,5
R4026,temperature,AC,>,34,Fan,OFF,27,1
R4027,temperature,Light,<,34,Light,ON,28,3
R4028,occupancy,AC,>,18,Fan,OFF,22,4
R4029,time,AC,>,22,AC,SET,20,1
R4030,occupancy,AC,>,32,AC,ON,20,4
R4031,temperature,AC,<,27,Fan,OFF,20,2
R4032,time,Fan,=,19,Fan,OFF,28,3
R4033,temperature,AC,>,29,Fan,SET,27,2
R4034,occupancy,Fan,<,30,Light,SET,17,4
R4035,occupancy,AC,<,28,Fan,SET,21,5
R4036,time,Fan,>,33,Fan,SET,20,1
R4037,temperature,Fan,>,19,Fan,ON,29,2
R4038,temperature,AC,>,20,Light,OFF,28,4
R4039,time,AC,>,34,Fan,OFF,27,3
R4040,occupancy,Fan,<,19,Light,ON,26,4
R4041,temperature,AC,>,32,Fan,OFF,27,3
R4042,temperature,Light,=,35,Fan,SET,28,1
R4043,temperature,Light,<,19,Light,ON,25,4
R4044,time,Fan,=,33,Light,ON,22,5
R4045,occupancy,Light,>,23,AC,SET,17,5
R4046,time,Light,=,30,Light,OFF,27,1
R4047,temperature,Fan,=,34,Light,OFF,17,4
R4048,occupancy,Fan,<,29,Fan,OFF,16,1
R4049,time,Fan,<,31,Light,SET,24,5
R4050,occupancy,Light,>,16,AC,ON,24,4
R4051,occupancy,Fan,<,35,Fan,ON,28,5
R4052,temperature,Fan,=,18,Light,ON,21,3
R4053,temperature,Light,=,26,AC,OFF,17,5
R4054,time,AC,<,31,Light,SET,23,1
R4055,temperature,AC,=,26,AC,OFF,27,5
R4056,occupancy,Fan,<,27,Fan,SET,26,4
R4057,temperature,Light,<,25,AC,SET,18,4
R4058,temperature,Light,<,21,Light,ON,22,2
R4059,time,Light,=,28,Light,ON,25,5
R4060,occupancy,AC,=,35,Fan,OFF,23,1
R4061,temperature,Fan,=,25,Fan,ON,17,1
R4062,time,Light,<,17,AC,ON,19,2
R4063,time,Light,=,22,AC,OFF,19,5
R4064,time,Light,<,28,AC,ON,20,3
R4065,temperature,Light,>,29,AC,SET,30,4
R4066,time,Fan,=,27,AC,ON,23,2
R4067,occupancy,AC,=,34,Light,ON,29,1
R4068,occupancy,Light,<,20,Fan,ON,28,2
R4069,temperature,Fan,<,27,Fan,ON,30,4
R4070,time,Fan,=,31,AC,SET,16,1
R4071,temperature,Light,>,31,Fan,OFF,21,3
R4072,time,Light,=,22,AC,ON,27,5
R4073,occupancy,Light,<,32,AC,SET,29,2
R4074,occupancy,Light,=,29,Fan,ON,18,3
R4075,time,Fan,=,35,AC,OFF,30,2
R4076,time,AC,<,35,Light,ON,28,4
R4077,temperature,Fan,>,16,AC,ON,27,3
R4078,time,Light,=,21,AC,SET,25,5
R4079,occupancy,AC,=,30,Fan,SET,16,4
R4080,temperature,Light,<,21,Fan,OFF,20,2
R4081,temperature,AC,=,34,AC,ON,28,1
R4082,temperature,AC,<,31,Light,ON,29,1
R4083,occupancy,Light,>,26,Light,ON,27,1
R4084,occupancy,AC,=,32,AC,ON,17,4
R4085,time,Light,>,23,Fan,SET,19,1
R4086,temperature,Fan,=,33,Light,OFF,19,1
R4087,temperature,Fan,>,33,AC,OFF,30,3
R4088,occupancy,Light,=,33,Light,SET,22,3
R4089,time,AC,=,31,Fan,OFF,24,5
R4090,time,Fan,=,30,Fan,SET,24,3
R4091,temperature,AC,=,28,Fan,ON,18,2
R4092,occupancy,Fan,<,30,AC,ON,30,3
R4093,time,Fan,>,28,Fan,SET,29,4
R4094,time,AC,<,29,AC,SET,30,3
R4095,temperature,AC,>,18,Fan,OFF,26,3
R4096,temperature,Light,<,19,Light,ON,17,2
R4097,temperature,AC,<,28,AC,SET,27,4
R4098,temperature,Fan,=,21,Fan,ON,27,5
R4099,temperature,Light,<,31,AC,ON,27,4
R4100,temperature,Fan,>,18,Fan,ON,17,1
R4101,temperature,Fan,<,22,AC,SET,25,2
R4102,occupancy,AC,=,27,Fan,SET,29,3
R4103,time,Fan,>,34,Fan,SET,27,4
R4104,temperature,AC,<,30,AC,SET,28,4
R4105,occupancy,AC,=,33,Light,SET,23,2
R4106,temperature,Fan,<,28,AC,OFF,16,1
R4107,temperature,Fan,=,27,Fan,OFF,17,3
R4108,time,Light,<,31,AC,SET,20,1
R4109,time,Fan,>,18,AC,ON,20,1
R4110,temperature,AC,>,29,Light,OFF,22,5
R4111,occupancy,Light,>,31,AC,SET,19,2
R4112,time,Fan,>,30,AC,ON,29,5
R4113,time,AC,<,31,AC,ON,22,3
R4114,time,AC,>,20,Fan,OFF,27,5
R4115,occupancy,Light,<,17,AC,ON,20,4
R4116,time,Fan,>,24,AC,SET,20,5
R4117,temperature,Light,=,27,Fan,SET,20,3
R4118,occupancy,Light,<,18,Light,OFF,16,2
R4119,temperature,Fan,>,23,Fan,ON,30,1
R4120,occupancy,Light,=,31,Light,OFF,20,5
R4121,time,Fan,<,27,Fan,OFF,20,3
R4122,occupancy,Fan,<,28,Fan,SET,28,4
R4123,occupancy,AC,<,32,AC,SET,22,1
R4124,time,AC,>,21,Fan,SET,28,3
R4125,temperature,Fan,=,24,Light,ON,21,1
R4126,temperature,Light,<,25,Light,SET,26,2
R4127,temperature,Fan,>,16,AC,ON,20,3
R4128,time,Fan,=,17,AC,SET,21,2
R4129,time,Light,>,29,Fan,ON,17,5
R4130,occupancy,AC,<,35,Light,OFF,17,5
R4131,time,Fan,<,22,Light,ON,23,4
R4132,time,Fan,<,33,AC,ON,28,1
R4133,occupancy,Light,>,31,Fan,ON,16,1
R4134,time,Light,>,26,Fan,OFF,30,1
R4135,occupancy,Fan,<,17,AC,ON,27,2
R4136,time,AC,=,20,Light,SET,29,3
R4137,temperature,Fan,=,26,AC,SET,19,5
R4138,temperature,Fan,<,34,Fan,ON,25,1
R4139,time,Light,>,24,AC,SET,25,3
R4140,time,Fan,<,26,Fan,OFF,30,1
R4141,temperature,AC,=,18,AC,OFF,26,1
R4142,occupancy,AC,=,17,Light,ON,19,2
R4143,temperature,AC,=,22,Fan,SET,17,3
R4144,occupancy,AC,<,34,AC,OFF,29,5
R4145,temperature,Fan,>,25,Light,SET,17,4
R4146,temperature,Fan,=,31,AC,ON,22,3
R4147,temperature,AC,<,16,AC,ON,17,4
R4148,occupancy,Fan,<,17,AC,ON,21,5
R4149,occupancy,Light,<,30,AC,SET,17,5
R4150,temperature,AC,>,22,AC,SET,27,1
R4151,temperature,Fan,=,28,Fan,OFF,27,2
R4152,occupancy,AC,>,28,AC,ON,17,5
R4153,occupancy,Fan,<,16,Fan,ON,16,5
R4154,temperature,Light,>,20,AC,OFF,21,4
R4155,time,Light,=,25,Fan,SET,30,3
R4156,occupancy,Light,>,29,AC,OFF,16,2
R4157,occupancy,AC,>,22,Fan,OFF,19,5
R4158,temperature,Fan,=,24,AC,SET,29,2
R4159,occupancy,Light,>,16,Fan,OFF,26,1
R4160,occupancy,Light,>,26,Fan,OFF,20,3
R4161,time,Light,<,33,Light,SET,30,2
R4162,occupancy,AC,=,26,Light,ON,23,2
R4163,time,AC,<,22,AC,ON,27,3
R4164,time,Fan,>,34,Fan,SET,26,1
R4165,time,Fan,>,28,Fan,SET,22,3
R4166,occupancy,AC,=,28,Light,ON,18,1
R4167,time,AC,>,33,Light,SET,23,4
R4168,occupancy,AC,>,18,AC,OFF,17,4
R4169,occupancy,Light,=,22,Light,ON,19,3
R4170,time,Fan,>,32,Light,OFF,28,2
R4171,temperature,AC,<,29,Fan,SET,27,5
R4172,time,Fan,>,21,Light,OFF,26,1
R4173,occupancy,Fan,<,16,Fan,OFF,20,3
R4174,time,AC,<,31,Light,ON,30,2
R4175,temperature,AC,<,25,AC,SET,19,5
R4176,occupancy,Light,=,25,AC,ON,28,4
R4177,time,AC,=,35,Fan,ON,16,5
R4178,occupancy,Fan,>,33,Light,SET,18,2
R4179,temperature,Light,>,34,Fan,SET,23,1
R4180,time,Light,=,31,Fan,SET,21,5
R4181,occupancy,Light,=,16,AC,OFF,26,4
R4182,temperature,Fan,=,28,Fan,SET,25,5
R4183,temperature,Light,<,32,AC,OFF,29,5
R4184,time,Light,<,25,Fan,ON,30,5
R4185,occupancy,Fan,<,19,Light,SET,27,2
R4186,time,AC,=,19,Light,OFF,27,5
R4187,time,Light,>,28,Fan,OFF,20,1
R4188,time,AC,=,19,AC,OFF,24,4
R4189,time,AC,=,19,Fan,OFF,23,3
R4190,time,AC,>,18,Light,ON,25,5
R4191,occupancy,Light,>,27,Light,ON,29,4
R4192,time,Fan,=,24,Light,ON,18,5
R4193,occupancy,AC,<,27,Fan,ON,25,5
R4194,temperature,Light,=,27,AC,ON,18,5
R4195,temperature,Fan,=,25,Fan,SET,30,4
R4196,occupancy,Fan,<,19,Light,OFF,19,2
R4197,occupancy,Fan,>,21,AC,ON,29,3
R4198,occupancy,Fan,>,28,Light,ON,18,2
R4199,temperature,AC,>,27,Light,SET,17,2
R4200,temperature,Light,=,26,AC,SET,25,4
R4201,time,Light,<,27,AC,OFF,20,2
R4202,temperature,Light,=,30,AC,OFF,19,3
R4203,occupancy,Light,=,35,Light,SET,28,1
R4204,time,AC,>,35,AC,OFF,25,3
R4205,occupancy,AC,<,34,Light,OFF,20,1
R4206,occupancy,Fan,<,20,AC,SET,29,3
R4207,temperature,Light,=,30,AC,OFF,29,3
R4208,time,Light,=,34,Fan,ON,23,2
R4209,temperature,Light,=,23,Fan,ON,16,3
R4210,time,AC,>,17,AC,OFF,26,2
R4211,temperature,Light,=,27,Fan,OFF,30,1
R4212,occupancy,AC,=,27,Light,OFF,29,2
R4213,temperature,AC,>,27,Light,OFF,22,4
R4214,time,Light,=,28,AC,OFF,23,3
R4215,occupancy,AC,=,16,AC,OFF,22,1
R4216,occupancy,Fan,=,17,AC,ON,22,5
R4217,time,AC,=,30,Fan,SET,30,4
R4218,time,Fan,>,18,Light,OFF,26,1
R4219,time,Light,<,21,AC,OFF,24,3
R4220,time,Fan,=,19,Fan,SET,18,4
R4221,occupancy,AC,>,23,Fan,OFF,17,4
R4222,temperature,Light,>,32,Fan,OFF,16,5
R4223,temperature,Fan,>,34,Light,OFF,20,1
R4224,time,Fan,<,26,AC,SET,29,5
R4225,temperature,AC,<,24,Light,SET,20,4
R4226,temperature,Light,>,21,Light,SET,21,4
R4227,temperature,AC,>,26,Fan,OFF,26,4
R4228,occupancy,Light,>,20,Fan,ON,24,3
R4229,time,AC,>,27,Light,SET,17,2
R4230,temperature,Light,=,23,Light,ON,21,1
R4231,temperature,Fan,=,35,Fan,ON,26,1
R4232,time,AC,>,22,Fan,ON,21,3
R4233,temperature,Fan,>,31,AC,SET,30,5
R4234,time,Fan,<,30,AC,ON,26,4
R4235,time,AC,<,17,Fan,ON,27,4
R4236,temperature,Fan,>,27,AC,SET,17,4
R4237,time,Light,=,24,AC,ON,29,2
R4238,time,Light,<,24,AC,SET,23,1
R4239,time,AC,=,34,AC,ON,21,3
R4240,temperature,AC,=,20,Fan,ON,22,4
R4241,temperature,AC,>,25,Light,OFF,27,3
R4242,temperature,Fan,>,25,Light,ON,29,2
R4243,temperature,Light,=,34,AC,ON,29,4
R4244,occupancy,Light,>,26,Light,OFF,18,5
R4245,occupancy,AC,=,35,Fan,ON,28,5
R4246,time,Fan,>,29,Light,SET,20,3
R4247,occupancy,Light,<,30,AC,OFF,25,5
R4248,temperature,Fan,<,34,Light,ON,25,5
R4249,occupancy,AC,>,23,Light,OFF,27,5
R4250,occupancy,Fan,=,22,AC,OFF,23,5
R4251,time,Fan,<,30,Light,SET,20,5
R4252,occupancy,Light,>,23,AC,SET,23,1
R4253,occupancy,Light,<,26,Light,ON,16,3
R4254,time,Light,<,16,AC,SET,17,2
R4255,time,Fan,=,18,AC,ON,24,4
R4256,temperature,Light,>,23,Fan,SET,24,5
R4257,temperature,AC,<,30,AC,ON,24,1
R4258,time,Fan,=,24,Fan,SET,21,3
R4259,temperature,Fan,<,31,AC,SET,17,2
R4260,time,Light,<,18,AC,ON,16,5
R4261,time,Light,=,20,Fan,OFF,21,3
R4262,time,AC,<,26,Fan,SET,17,2
R4263,occupancy,Light,>,16,AC,OFF,24,2
R4264,time,Light,<,29,Fan,SET,27,5
R4265,temperature,Fan,<,21,AC,OFF,18,2
R4266,time,Fan,=,22,AC,OFF,29,3
R4267,occupancy,Fan,<,33,Light,SET,17,2
R4268,time,AC,>,30,Fan,ON,29,4
R4269,time,Light,=,17,AC,ON,23,5
R4270,occupancy,AC,>,16,AC,OFF,29,2
R4271,occupancy,Fan,=,26,Light,SET,19,2
R4272,temperature,Fan,>,27,Light,OFF,17,5
R4273,time,Fan,>,16,Fan,OFF,20,5
R4274,occupancy,AC,=,30,Light,OFF,29,2
R4275,time,AC,=,32,AC,SET,17,1
R4276,time,Fan,=,17,Fan,ON,26,4
R4277,time,Light,=,30,AC,OFF,20,3
R4278,temperature,Light,<,30,Fan,OFF,25,2
R4279,time,Light,>,20,Fan,OFF,30,4
R4280,occupancy,Fan,>,31,AC,SET,18,4
R4281,time,AC,<,20,AC,SET,24,4
R4282,temperature,AC,>,19,Fan,OFF,29,4
R4283,time,Light,<,28,Light,OFF,26,2
R4284,time,AC,<,21,Light,ON,25,4
R4285,temperature,AC,<,33,Fan,SET,27,3
R4286,time,Fan,>,28,Light,OFF,24,3
R4287,time,Light,=,23,AC,OFF,17,5
R4288,time,AC,=,17,Fan,ON,20,2
R4289,temperature,Light,<,22,Fan,ON,27,4
R4290,time,Fan,<,16,Fan,OFF,20,4
R4291,occupancy,AC,<,25,AC,ON,22,3
R4292,temperature,Light,=,28,Fan,ON,29,4
R4293,temperature,AC,>,23,AC,OFF,23,1
R4294,time,Fan,<,20,AC,ON,18,3
R4295,time,Light,<,16,Fan,ON,29,4
R4296,time,Light,=,26,Fan,SET,25,1
R4297,temperature,Light,=,19,Light,ON,23,5
R4298,temperature,Light,>,30,AC,SET,20,5
R4299,temperature,Fan,>,16,Light,ON,27,4
R4300,occupancy,AC,<,35,Fan,OFF,28,2
R4301,occupancy,Fan,=,26,Light,OFF,27,2
R4302,occupancy,Light,<,17,AC,ON,24,1
R4303,occupancy,Fan,=,18,Light,SET,20,3
R4304,time,AC,<,31,Light,OFF,18,3
R4305,temperature,AC,=,35,Fan,ON,18,4
R4306,occupancy,AC,=,29,Fan,ON,16,4
R4307,time,Light,>,31,AC,SET,30,4
R4308,temperature,Fan,=,26,Fan,ON,23,4
R4309,temperature,AC,=,26,Light,ON,17,2
R4310,time,AC,<,33,AC,SET,19,4
R4311,temperature,Light,>,28,AC,ON,21,3
R4312,time,AC,=,26,AC,OFF,27,5
R4313,time,Light,>,16,Fan,SET,24,5
R4314,temperature,Light,<,21,Fan,SET,16,4
R4315,occupancy,AC,>,18,AC,OFF,22,4
R4316,time,Light,<,32,AC,SET,28,1
R4317,occupancy,Light,>,20,Light,ON,27,5
R4318,time,AC,<,28,AC,OFF,20,3
R4319,occupancy,Light,>,33,Fan,ON,24,1
R4320,occupancy,Fan,<,22,Fan,ON,26,2
R4321,temperature,AC,<,21,Light,ON,26,3
R4322,time,Light,=,18,AC,OFF,20,1
R4323,temperature,AC,>,18,Light,OFF,28,2
R4324,time,AC,=,30,AC,SET,16,2
R4325,temperature,AC,>,21,Light,SET,25,4
R4326,occupancy,Fan,>,30,Light,SET,23,3
R4327,occupancy,Light,>,16,Light,OFF,25,3
R4328,occupancy,AC,<,20,Fan,OFF,25,2
R4329,occupancy,AC,<,28,Fan,SET,25,1
R4330,occupancy,AC,>,16,Light,SET,24,1
R4331,occupancy,Fan,>,20,Fan,SET,21,3
R4332,occupancy,AC,>,32,Fan,SET,29,3
